gps_speed,imu_speed,camera_confidence,distance,attack
7.42422842953153,7.7848504599491015,0.9693926022889431,11.548544519770623,0
13.270780540032707,13.076014367974137,0.9865196340854645,34.497799361486365,0
29.079778383456794,28.757624222812485,0.8758959802087262,31.286752023619933,0
19.02017475961447,18.470007141738925,0.9006936384422479,22.292757461442342,0
15.770073183219933,16.47714868992541,0.9218890268731039,13.590368303111973,0
21.549714086038904,21.727461890536677,0.9229514699891087,39.07649339088164,0
21.746027551258216,20.960297686265978,0.992448438401196,21.802300714626703,0
8.606891586892838,8.456993874901624,0.8812456457757332,38.718487254856086,0
15.519946006259248,15.339014759492718,0.9381405736400916,17.38284277842832,0
13.848792062028272,13.2447834510813,0.8617646334056316,37.409465474830895,0
7.1328275975274895,6.717013096610959,0.901453802556216,34.901442094980794,0
28.46427270493498,28.608714694130214,0.8630611687635411,35.90953768011507,0
16.302114887585383,16.045351951626344,0.9389887751362411,31.91519873472341,0
16.690688106997186,16.36355894164749,0.9492878563867432,19.746551241268214,0
23.977029651600738,23.91358054105859,0.9651092396723545,36.24198049904844,0
23.550712918706157,22.99688164566343,0.9196172717800053,14.892872319928134,0
24.488966198590383,24.417226161027127,0.9952709537886201,27.144484384100668,0
25.868378231313756,26.156362916734263,0.9215784893101178,19.40570639566899,0
29.934857036771522,29.02421573211424,0.9846620675780683,38.97679606026154,0
12.620786031811654,12.500723589674116,0.9543918073852493,25.693084422822977,0
16.398338500155205,15.748733237309025,0.9634583733135633,18.739195719329828,0
18.534214921591236,17.71814136950453,0.9566620560236498,23.50887375631106,0
10.10113659166515,10.230462568684132,0.8851315999895308,39.20823054807785,0
8.899336831062783,8.393523839439347,0.9632625507281054,25.320373200607033,0
6.550966250647859,6.6960573915609665,0.9335752789229139,33.456750362174716,0
22.70248237801475,22.309928035607648,0.9527938319795554,22.215025901983754,0
27.1920225409148,27.22139361171289,0.9407156087663562,37.82427741640604,0
29.369430773336166,28.971228546231984,0.9361473865249472,18.9006525757108,0
22.380783980072444,23.255803451726504,0.8886458542319091,21.600293533574117,0
7.424673677776318,6.983446284799028,0.9191447053597132,29.48461335936458,0
25.490038142004398,25.169577611805792,0.908457997756183,35.43274097808742,0
20.828142755596446,19.990516982715146,0.9100098954706513,24.75686419743264,0
12.95576978345107,12.05621059748136,0.8891210910394773,37.76143432041475,0
20.967655823855004,20.473472945244787,0.9647112215133037,35.38629011992952,0
8.885255854964608,9.288661489596041,0.8941914592438012,13.576477744028331,0
13.95932196879622,14.762703951271009,0.8530902893212631,10.559707128616992,0
